uid,memory_key,memory_value,scope,version,last_seen,note
u0271,privacy_policy,其实 详细解释每一步原因 ENDEND,default,v4,2026-06-05T22:27:00+08:00,旧偏好
u0646,phone,然后然后 只给步骤 @@@,short,v4,2026-06-05T22:28:00,需人工复查
u0432,phone,麻烦 详细解释每一步原因！！！,short,v0,2026年06月05日 22:29,用户纠正
u0497,emoji_policy,嗯 允许少量 emoji <!-- cached -->,long,v2,2026/06/05 22:30,仅本次
u0226,search_scope,呃 三段式：背景、决定、待办 @@@,long,v4,2026/06/05 22:31:00,用户纠正
u0444,phone,其实 详细解释每一步原因 ～,long,v0,2026-06-05T22:32:00+08:00,用户纠正
u0123,answer_style,help:  ```先结论后步骤``` <!-- cached -->,long,v3,2026/06/05 22:33,旧偏好
u0429,meeting_minutes_format,就是　先结论后步骤 [draft],default,v3,2026年06月05日 22:34,旧偏好
u0474,phone,然后然后 系统更新（口述）,long,v4,2026-06-05T22:35:00+08:00,需人工复查
u0760,search_scope,呃 纯文本 ～,long,v5,2026-06-05 22:36:00,需人工复查
u0444,search_scope,啊 **简洁、少废话** @@@,default,v3,2026/06/05 22:37:00,仅本次
u0245,output_style,麻烦  <p>user@example.com</p> 😅,long,v4,2026年06月05日 22:38,需人工复查
u0755,privacy_policy,那个 详细、带数据表格 电话 13688889999……,default,v1,2026-06-05T22:39:00+08:00,错误写入，应移除
u0362,emoji_policy,嗯 不保存测试手机号 [draft],knowledge,v0,2026-06-05T22:40:00+08:00,用户纠正
u0215,email,"呃 user@example.com
stdout: OK #todo",knowledge,v0,2026-06-05T22:41:00+08:00,用户纠正
u0796,privacy_policy,我想想 详细解释每一步原因,short,v1,2026/06/05 22:42:00,仅本次
u0220,driver_update_entry,麻烦 先结论后步骤 ～,knowledge,v0,2026-06-05T22:43:00+08:00,错误写入，应移除
u0579,output_style,嗯 不超过200字 😅,long,v0,2026年06月05日 22:44,错误写入，应移除
u0115,answer_style,啊 默认允许（口述）,long,v3,2026/06/05 22:45:00,需人工复查
u0505,driver_update_entry,help: 先给结论，再给步骤（口述）,short,v4,2026/06/05 22:46,旧偏好
u0493,email,嗯 默认允许 😅,long,v5,2026/06/05 22:47,错误写入，应移除
u0776,emoji_policy,麻烦 详细解释每一步原因 <!-- cached -->,short,v4,2026/06/05 22:48:00,错误写入，应移除
u0508,phone,我想想 先结论后步骤 @@@,short,v2,2026年06月05日 22:49,需人工复查
u0728,email,稍等 不超过200字……,default,v2,2026/06/05 22:50,需人工复查
u0244,search_scope,[ASR] **敏感信息只用于本轮工具调用** <!-- cached -->,long,v4,2026-06-05 22:51:00,需人工复查
u0698,search_scope,呃 user@example.com！！！,short,v0,2026-06-05T22:52:00+08:00,仅本次
u0013,search_scope,我想想　13900001111 ～,default,v1,2026/06/05 22:53:00,用户纠正
u0121,output_style,那个  三段式：背景、决定、待办 <!-- cached -->,knowledge,v3,2026年06月05日 22:54,需人工复查
u0454,search_scope, ```敏感信息只用于本轮工具调用``` [draft],knowledge,v5,2026年06月05日 22:55,用户纠正
u0318,output_style,其实 麒麟系统/驱动（口述）,knowledge,v3,2026-06-05T22:56:00,用户纠正
u0183,answer_style,其实 先给结论，再给步骤 😅,knowledge,v0,2026年06月05日 22:57,仅本次
u0125,email, 详细解释每一步原因 <!-- cached -->,short,v5,2026-06-05T22:58:00+08:00,需人工复查
u0485,driver_update_entry,其实 不超过200字……,default,v2,2026年06月05日 22:59,旧偏好
u0768,meeting_minutes_format,[ASR] 仅本地知只库 @@@,default,v0,2026/06/05 23:00,旧偏好
u0775,output_style,麻烦  麒麟系统/驱动 ～,default,v5,2026-06-05T23:01:00+08:00,需人工复查
u0324,answer_style,那个 不保存测试手机号 @@@,short,v0,2026-06-05T23:02:00+08:00,仅本次
u0723,driver_update_entry,就是 敏感信息只用于本轮工具调用 <!-- cached -->,knowledge,v5,2026-06-05T23:03:00,需人工复查
u0389,phone,"[ASR] 系统更新
cache=false ～",knowledge,v2,2026-06-05T23:04:00+08:00,旧偏好
u0543,driver_update_entry,"help: 驱动管理器

<!--done-->（口述）",short,v2,2026/06/05 23:05:00,需人工复查
u0165,search_scope,我想想 详细、带数据表格 [draft],knowledge,v0,2026-06-05T23:06:00,错误写入，应移除
u0390,answer_style,然后然后　只给步骤 ～,knowledge,v4,2026/06/05 23:07:00,用户纠正
u0410,privacy_policy,"其实 不保存测试手机号

<!--done-->",default,v3,2026年06月05日 23:08,仅本次
u0316,answer_style,然后然后 不保存测试手机号 😅,short,v1,2026年06月05日 23:09,错误写入，应移除
u0751,driver_update_entry,help: 默认允许……,short,v2,2026-06-05T23:10:00+08:00,需人工复查
u0522,answer_style,其实 三段式：背景、决定、待办,long,v3,2026/06/05 23:11:00,用户纠正
u0471,privacy_policy,然后然后 <p>仅本地知识库</p>！！！,default,v5,2026-06-05 23:12:00,用户纠正
u0592,answer_style,那个  简洁、少废话 @@@,default,v0,2026-06-05 23:13:00,仅本次
u0621,driver_update_entry,"那个 详细解释每一步原因
stdout: OK",long,v1,2026-06-05T23:14:00,需人工复查
u0007,email,呃 办公软件/模板 <!-- cached -->,long,v0,2026-06-05T23:15:00+08:00,需人工复查
u0798,email,稍等 13900001111,knowledge,v1,,用户纠正
u0028,emoji_policy,[ASR] <p>系统更新</p>（口述）,knowledge,v5,2026/06/05 23:17,需人工复查
u0764,driver_update_entry,就是 user@example.com 电话 13900001111 [draft],knowledge,v1,2026/06/05 23:18:00,需人工复查
u0573,meeting_minutes_format,那个  简洁、少废话 电话 13812345678……,knowledge,v5,2026/06/05 23:19,旧偏好
u0598,output_style,就是　```先给结论，再给步骤``` <!-- cached -->,short,v0,2026-06-05 23:20:00,需人工复查
u0129,search_scope,我想想 不超过200字 [draft],default,v3,2026-06-05 23:21:00,仅本次
u0778,driver_update_entry,稍等 详细解释每一步原因 #todo,default,v5,2026/06/05 23:22,错误写入，应移除
u0085,phone,"啊 不保存测试手机号
stdout: OK ～",knowledge,v3,2026年06月05日 23:23,旧偏好
u0786,phone, 13900001111 😅,default,v3,2026/06/05 23:24,旧偏好
u0199,output_style,就是　只给步骤 #todo,long,v0,2026-06-05T23:25:00,错误写入，应移除
u0654,privacy_policy,嗯  详细、带数据表格 @@@,long,v0,2026/06/05 23:26:00,错误写入，应移除
u0745,phone, 三段式：背景、决定、待办 电话 13900001111 😅,knowledge,v1,2026-06-05T23:27:00+08:00,错误写入，应移除
u0117,email,就是 <p>三段式：背景、决定、待办</p> #todo,knowledge,v5,2026/06/05 23:28:00,旧偏好
u0339,output_style,"[ASR]  ```bullet 列表```

<!--done--> ENDEND",knowledge,v4,2026-06-05T23:29:00,旧偏好
u0383,privacy_policy,"那个 <p>先给结论，再给步骤</p>

<!--done--> ENDEND",short,v4,2026-06-05 23:30:00,错误写入，应移除
u0026,phone,"我想想 简洁、少废话
stdout: OK <!-- cached -->",short,v3,2026/06/05 23:31:00,错误写入，应移除
u0154,output_style,我想想  **先结论后步骤** ENDEND,long,v4,2026-06-05T23:32:00+08:00,用户纠正
u0105,privacy_policy,"help: 允许少量 emoji

<!--done-->！！！",default,v1,2026-06-05T23:33:00+08:00,用户纠正
u0135,phone,其实 默认允许！！！,long,v3,2026/06/05 23:34:00,需人工复查
u0757,answer_style,麻烦 纯文本 😅,knowledge,v4,2026/06/05 23:35:00,仅本次
u0023,output_style,[ASR]  禁用 @@@,short,v1,2026-06-05T23:36:00+08:00,旧偏好
u0081,privacy_policy,就是 短句回复……,short,v4,2026-06-05 23:37:00,用户纠正
u0396,output_style,啊 先结论后步骤 <!-- cached -->,knowledge,v3,2026/06/05 23:38,用户纠正
u0140,meeting_minutes_format,[ASR] 驱动管理器 @@@,knowledge,v4,2026-06-05T23:39:00+08:00,旧偏好
u0564,output_style,help: 不超过200字（口述）,short,v5,,仅本次
u0775,search_scope,就是 【麒麟系统/驱动】 @@@,short,v1,2026-06-05T23:41:00,仅本次
u0303,meeting_minutes_format,呃 user@example.com……,knowledge,v5,2026-06-05 23:42:00,需人工复查
u0321,driver_update_entry,其实 bullet	列表（口述）,long,v3,2026-06-05T23:43:00,旧偏好
u0392,emoji_policy, 办公软件/模板（口述）,long,v1,2026年06月05日 23:44,旧偏好
u0156,privacy_policy,我想想　禁用！！！,long,v4,2026-06-05T23:45:00+08:00,错误写入，应移除
u0245,search_scope,麻烦 禁用,knowledge,v0,2026-06-05 23:46:00,仅本次
u0044,emoji_policy,[ASR] 禁用 @@@,knowledge,v4,2026-06-05T23:47:00+08:00,需人工复查
u0111,driver_update_entry,然后然后 驱动管理器！！！,knowledge,v5,2026-06-05 23:48:00,仅本次
u0234,email,就是 只给步骤 #todo,short,v5,2026-06-05 23:49:00,需人工复查
u0355,privacy_policy,[ASR] 默认允许 ENDEND,long,v0,2026/06/05 23:50,旧偏好
u0534,emoji_policy,我想想 user@example.com <!-- cached -->,long,v0,2026-06-05T23:51:00,需人工复查
u0332,meeting_minutes_format,然后然后　奇麟系统/驱动 @@@,short,v5,2026/06/05 23:52,仅本次
u0354,driver_update_entry,嗯 不超过200字 ～,knowledge,v5,2026-06-05T23:53:00,错误写入，应移除
u0252,meeting_minutes_format,其实　简洁、少废话 [draft],long,v4,2026/06/05 23:54:00,需人工复查
u0489,email,呃　奇麟系统/驱动 #todo,default,v4,2026/06/05 23:55:00,仅本次
u0225,privacy_policy,麻烦 禁用 电话 13688889999……,knowledge,v2,2026年06月05日 23:56,用户纠正
u0250,privacy_policy,　只给步骤 邮箱 user538@example.com <!-- cached -->,short,v5,2026/06/05 23:57,错误写入，应移除
u0175,driver_update_entry,我想想　纯文本 #todo,knowledge,v2,2026/06/05 23:58,仅本次
u0568,phone,麻烦 系统更新 #todo,default,v5,2026-06-05T23:59:00+08:00,旧偏好
u0050,meeting_minutes_format,其实 先结论后步骤 ENDEND,default,v3,2026-06-06T00:00:00,旧偏好
u0428,phone,　先给结论，再给步骤 #todo,long,v0,2026/06/06 00:01:00,需人工复查
u0468,meeting_minutes_format,我想想　不超过200字 @@@,knowledge,v4,2026/06/06 00:02:00,需人工复查
u0329,search_scope,[ASR]　其麟系统/驱动 ENDEND,knowledge,v5,2026/06/06 00:03,需人工复查
u0290,privacy_policy,麻烦 禁用……,default,v0,2026/06/06 00:04,旧偏好
u0552,phone,然后然后 禁用……,short,v5,2026-06-06 00:05:00,仅本次
u0448,answer_style,其实 【详细解释每一步原因】 <!-- cached -->,long,v1,2026/06/06 00:06,用户纠正
u0332,output_style,"其实 【纯文本】

<!--done--> #todo",default,v3,2026年06月06日 00:07,旧偏好
u0364,phone,嗯 纯文本 ～,knowledge,v4,2026/06/06 00:08,旧偏好
u0521,meeting_minutes_format,呃 不保存测试手机号 邮箱 user990@example.com ～,long,v2,2026/06/06 00:09:00,仅本次
u0644,driver_update_entry,麻烦 先结论后步骤 ～,short,v5,2026/06/06 00:10,用户纠正
u0345,privacy_policy,稍等 **仅本地知识库**（口述）,knowledge,v0,2026-06-06T00:11:00,需人工复查
u0141,emoji_policy,那个 不超过200字 @@@,knowledge,v0,2026-06-06 00:12:00,旧偏好
u0483,meeting_minutes_format,啊 祥细、带数据表格 <!-- cached -->,long,v1,2026-06-06T00:13:00+08:00,仅本次
u0143,emoji_policy,呃 默认允许 [draft],short,v1,2026-06-06 00:14:00,需人工复查
u0616,output_style,麻烦 简洁、少废话 #todo,short,v5,,仅本次
u0579,search_scope,呃 纯文本,long,v0,2026/06/06 00:16,仅本次
u0262,privacy_policy,嗯 不保存测试手机号 #todo,long,v5,2026/06/06 00:17,需人工复查
u0603,meeting_minutes_format, 麒麟系统/驱动 ～,long,v2,2026-06-06T00:18:00,旧偏好
u0470,driver_update_entry,"其实 驱动管理器
cache=false ～",knowledge,v1,2026-06-06T00:19:00+08:00,仅本次
u0393,driver_update_entry,呃 允许少量 emoji ENDEND,knowledge,v0,2026-06-06T00:20:00,需人工复查
u0614,emoji_policy,"那个 纯文本
stdout: OK @@@",knowledge,v1,2026/06/06 00:21:00,用户纠正
u0687,phone,help: 仅本地知只库 <!-- cached -->,knowledge,v5,2026年06月06日 00:22,用户纠正
u0694,phone,啊 麒麟系统/驱动（口述）,long,v5,2026年06月06日 00:23,用户纠正
u0698,privacy_policy,啊　仅本地知识库 <!-- cached -->,default,v1,2026/06/06 00:24:00,用户纠正
u0477,email,那个 user@example.com（口述）,short,v4,2026/06/06 00:25:00,仅本次
u0202,meeting_minutes_format,　先给结论，再给步骤 😅,long,v5,2026-06-06 00:26:00,需人工复查
u0764,email,啊　仅本地知只库 [draft],short,v5,2026年06月06日 00:27,旧偏好
u0781,emoji_policy,我想想 先给结论，再给步骤……,short,v5,2026-06-06T00:28:00+08:00,错误写入，应移除
u0139,output_style,嗯 麒麟系统/驱动！！！,long,v5,2026/06/06 00:29:00,仅本次
u0592,output_style,麻烦 敏感信息只用于本轮工具调用 [draft],long,v1,2026-06-06T00:30:00+08:00,旧偏好
u0453,phone,其实 奇麟系统/驱动 [draft],short,v5,2026-06-06T00:31:00,旧偏好
u0150,output_style, 麒麟系统/驱动 #todo,long,v2,2026/06/06 00:32:00,用户纠正
u0712,phone, 系统更新……,long,v1,2026-06-06T00:33:00,需人工复查
u0308,email,那个 bullet 列表……,default,v3,2026年06月06日 00:34,错误写入，应移除
u0423,email, 简洁、少废话 ～,short,v5,2026/06/06 00:35:00,旧偏好
u0256,phone,嗯 允许少量 emoji @@@,default,v3,2026年06月06日 00:36,需人工复查
u0357,output_style,啊　禁用……,default,v1,2026-06-06T00:37:00+08:00,需人工复查
u0313,driver_update_entry,就是 麒麟系统/驱动 😅,knowledge,v4,2026/06/06 00:38:00,需人工复查
u0555,answer_style,"稍等　系统更新
cache=false……",knowledge,v4,2026/06/06 00:39,需人工复查
u0713,driver_update_entry,其实  13900001111 <!-- cached -->,knowledge,v3,2026/06/06 00:40,仅本次
u0330,emoji_policy,那个 默认允许 [draft],default,v0,2026-06-06T00:41:00,需人工复查
u0007,email,其实 简洁、少废话……,default,v4,,仅本次
u0563,phone,help: 简洁、少废话 #todo,long,v2,2026-06-06T00:43:00+08:00,错误写入，应移除
u0127,phone,麻烦 先给结论，再给步骤……,knowledge,v2,2026/06/06 00:44,仅本次
u0608,answer_style,那个 驱动管理器 ～,short,v0,2026/06/06 00:45,旧偏好
u0285,meeting_minutes_format,help:  纯文本 [draft],knowledge,v4,2026-06-06T00:46:00+08:00,错误写入，应移除
u0787,meeting_minutes_format,啊 麒麟系统/驱动 😅,default,v1,2026-06-06T00:47:00,错误写入，应移除
u0029,privacy_policy,啊  纯文本 ENDEND,knowledge,v2,2026/06/06 00:48:00,需人工复查
u0411,meeting_minutes_format,help:　短句回复,default,v1,2026年06月06日 00:49,旧偏好
u0195,driver_update_entry,[ASR] 先给结论，再给步骤 😅,short,v3,2026-06-06 00:50:00,仅本次
u0190,phone,"help: 系统更新
stdout: OK <!-- cached -->",knowledge,v5,2026-06-06T00:51:00+08:00,用户纠正
u0472,phone,稍等　办公软件/模板 #todo,default,v0,2026/06/06 00:52,错误写入，应移除
u0731,output_style,help: 先结论后步骤（口述）,default,v2,2026/06/06 00:53,仅本次
u0446,email,稍等 驱动管理器 [draft],default,v4,2026/06/06 00:54,用户纠正
u0262,meeting_minutes_format,我想想　禁用 <!-- cached -->,long,v3,2026年06月06日 00:55,错误写入，应移除
u0736,phone,help: 祥细解释每一步原因 [draft],long,v1,2026-06-06T00:56:00,错误写入，应移除
u0607,answer_style,那个 ```user@example.com```,short,v0,2026/06/06 00:57,仅本次
u0600,meeting_minutes_format,help:　仅本地知只库,short,v0,2026年06月06日 00:58,错误写入，应移除
u0395,phone,我想想 先结论后步骤 ～,long,v3,2026/06/06 00:59,用户纠正
u0771,output_style,其实　短句回复 ENDEND,long,v0,2026-06-06T01:00:00+08:00,用户纠正
u0572,output_style, 13900001111（口述）,default,v0,,用户纠正
u0704,output_style,然后然后  bullet 列表 [draft],short,v0,2026年06月06日 01:02,用户纠正
u0170,phone, 系统更新 [draft],short,v3,2026-06-06T01:03:00+08:00,用户纠正
u0710,answer_style,[ASR] 详细解释每一步原因 #todo,default,v2,2026-06-06T01:04:00,需人工复查
u0769,phone, 先给结论，再给步骤 ENDEND,long,v1,2026-06-06T01:05:00+08:00,用户纠正
u0386,emoji_policy,嗯  禁用！！！,knowledge,v2,2026-06-06T01:06:00,旧偏好
u0370,output_style,就是 详细解释每一步原因 [draft],short,v1,2026-06-06T01:07:00,仅本次
u0800,output_style,help: 不超过200字 😅,long,v4,2026-06-06 01:08:00,用户纠正
u0106,meeting_minutes_format,稍等 禁用！！！,short,v4,2026/06/06 01:09,需人工复查
u0012,phone,[ASR]  系统更新 <!-- cached -->,knowledge,v4,2026/06/06 01:10,旧偏好
u0356,answer_style,呃 只给步骤 ENDEND,knowledge,v1,2026/06/06 01:11:00,旧偏好
u0272,meeting_minutes_format,然后然后 简洁、少废话 <!-- cached -->,knowledge,v3,2026/06/06 01:12:00,用户纠正
u0458,meeting_minutes_format,"呃 默认允许
stdout: OK 😅",default,v3,2026-06-06T01:13:00,错误写入，应移除
u0268,output_style,  仅本地知识库 [draft],short,v5,2026-06-06T01:14:00,用户纠正
u0168,phone,啊　<p>短句回复</p> ENDEND,short,v4,2026/06/06 01:15:00,错误写入，应移除
u0013,emoji_policy,麻烦 不保存测试手机号！！！,default,v1,2026-06-06 01:16:00,错误写入，应移除
u0243,search_scope,呃 bullet 列表 #todo,knowledge,v1,2026-06-06T01:17:00+08:00,需人工复查
u0716,emoji_policy,啊 <<<< user@example.com >>>> <!-- cached -->,knowledge,v0,2026/06/06 01:18:00,用户纠正
u0372,email,[ASR] 其麟系统/驱动 [draft],knowledge,v2,2026-06-06T01:19:00,需人工复查
u0629,phone,啊 系统更新（口述）,knowledge,v0,2026-06-06T01:20:00+08:00,需人工复查
u0796,search_scope,"我想想 三段式：背景、决定、待办

<!--done--> ～",short,v5,2026年06月06日 01:21,需人工复查
